,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL,ed_bool
19825,937571,YuGiOh,Structure Deck: Samurai Warlords,Double-Edged Sword Technique,,SDWA-EN035,Common,Near Mint 1st Edition,0.17,,1.09,0.1,20,0,0.49,,False
19826,937580,YuGiOh,Structure Deck: Samurai Warlords,Elder of the Six Samurai,,SDWA-EN021,Common,Near Mint 1st Edition,0.25,,1.09,0.1,26,0,0.49,,False
19827,937597,YuGiOh,Structure Deck: Samurai Warlords,"Enishi, Shien's Chancellor",,SDWA-EN011,Common,Near Mint 1st Edition,0.14,,1.08,0.09,1,0,0.49,,False
19829,937609,YuGiOh,Structure Deck: Samurai Warlords,Gateway of the Six,,SDWA-EN029,Common,Near Mint 1st Edition,0.31,,1.23,0.24,47,0,0.49,,False
19830,937591,YuGiOh,Structure Deck: Samurai Warlords,Grandmaster of the Six Samurai,,SDWA-EN002,Common,Near Mint 1st Edition,0.26,,1.23,0.24,47,0,0.49,,False
19832,937570,YuGiOh,Structure Deck: Samurai Warlords,Hand of the Six Samurai,,SDWA-EN015,Common,Near Mint 1st Edition,0.21,,1.12,0.13,24,0,0.49,,False
19833,937604,YuGiOh,Structure Deck: Samurai Warlords,Legendary Six Samurai - Enishi,,SDWA-EN017,Common,Near Mint 1st Edition,0.73,,1.54,0.55,18,0,1.49,,False
19836,937601,YuGiOh,Structure Deck: Samurai Warlords,Musakani Magatama,,SDWA-EN037,Common,Near Mint 1st Edition,0.28,,1.14,0.15,30,0,0.49,,False
19837,937594,YuGiOh,Structure Deck: Samurai Warlords,Reinforcement of the Army,,SDWA-EN025,Common,Near Mint 1st Edition,0.25,,1.14,0.15,59,0,0.49,,False
19845,937598,YuGiOh,Structure Deck: Samurai Warlords,Temple of the Six,,SDWA-EN031,Common,Near Mint 1st Edition,0.44,,1.19,0.2,5,0,0.99,,False
19846,937595,YuGiOh,Structure Deck: Samurai Warlords,The Immortal Bushi,,SDWA-EN014,Common,Near Mint 1st Edition,0.22,,1.04,0.05,1,0,0.49,,False
19847,937600,YuGiOh,Structure Deck: Samurai Warlords,The Six Samurai - Irou,,SDWA-EN008,Common,Near Mint 1st Edition,0.36,,1.23,0.24,5,0,0.49,,False
19848,937584,YuGiOh,Structure Deck: Samurai Warlords,The Six Samurai - Kamon,,SDWA-EN007,Common,Near Mint 1st Edition,0.23,,1.03,0.04,1,0,0.49,,False
19850,937605,YuGiOh,Structure Deck: Samurai Warlords,The Six Samurai - Yaichi,,SDWA-EN006,Common,Near Mint 1st Edition,0.31,,1.21,0.22,1,0,0.49,,False
19851,937577,YuGiOh,Structure Deck: Samurai Warlords,The Six Samurai - Zanji,,SDWA-EN004,Common,Near Mint 1st Edition,0.38,,1.27,0.28,10,0,0.49,,False
19852,937606,YuGiOh,Structure Deck: Samurai Warlords,The Warrior Returning Alive,,SDWA-EN026,Common,Near Mint 1st Edition,0.16,,1.03,0.04,15,0,0.49,,False
19866,3241211,YuGiOh,Structure Deck: Seto Kaiba,Blue-Eyes White Dragon,,SDKS-EN009,Common,Near Mint 1st Edition,2.03,4.98,1.91,0.92,7,0,1.74,,False
19867,3241276,YuGiOh,Structure Deck: Seto Kaiba,Burst Stream of Destruction,,SDKS-EN022,Common,Near Mint 1st Edition,0.21,,1.15,0.16,67,0,0.49,,False
19871,3743132,YuGiOh,Structure Deck: Seto Kaiba,Call of the Haunted,,SDKS-EN037,Common,Near Mint Unlimited,0.15,,1.17,0.18,14,0,0.74,,True
19872,3241351,YuGiOh,Structure Deck: Seto Kaiba,Call of the Haunted,,SDKS-EN037,Common,Near Mint 1st Edition,0.41,,1.21,0.22,123,0,0.74,,False
19873,C-382641,YuGiOh,Structure Deck: Seto Kaiba,Call of the Haunted,FRENCH Call of the Haunted,SDKS-EN037,Common,Near Mint 1st Edition,,,,,1,0,0.99,https://static.tcgplayer.com/D3D7DFB1-7983-4AA8-8F1B-AE9E53F704BC,False
19874,3743102,YuGiOh,Structure Deck: Seto Kaiba,Crush Card Virus,,SDKS-EN031,Common,Near Mint Unlimited,0.38,,1.23,0.24,8,0,0.49,,True
19875,3241321,YuGiOh,Structure Deck: Seto Kaiba,Crush Card Virus,,SDKS-EN031,Common,Near Mint 1st Edition,0.4,,1.2,0.21,52,0,0.74,,False
19876,C-382667,YuGiOh,Structure Deck: Seto Kaiba,Crush Card Virus,FRENCH Crush Card Virus,SDKS-EN031,Common,Near Mint 1st Edition,,,,,1,0,0.99,https://static.tcgplayer.com/AFCDEF52-62B1-4F6A-B242-C4195A95FAE1,False
19877,3743077,YuGiOh,Structure Deck: Seto Kaiba,Enemy Controller,,SDKS-EN026,Common,Near Mint Unlimited,0.3,,1.25,0.25,9,0,0.74,,True
19878,3241296,YuGiOh,Structure Deck: Seto Kaiba,Enemy Controller,,SDKS-EN026,Common,Near Mint 1st Edition,0.47,,1.35,0.36,15,0,0.74,,False
19879,C-384256,YuGiOh,Structure Deck: Seto Kaiba,Enemy Controller,GERMAN Enemy Controller,SDKS-EN026,Common,Near Mint 1st Edition,,,,,2,0,0.99,https://static.tcgplayer.com/7B71A459-D802-400E-A41D-257A3FA70176,False
19881,3241361,YuGiOh,Structure Deck: Seto Kaiba,Fiendish Chain,,SDKS-EN039,Common,Near Mint 1st Edition,0.41,,1.34,0.35,16,0,0.49,,False
19882,C-384287,YuGiOh,Structure Deck: Seto Kaiba,Fiendish Chain,FRENCH Fiendish Chain,SDKS-EN039,Common,Near Mint 1st Edition,,,,,2,0,0.99,https://static.tcgplayer.com/C8A81CBB-69D8-4AF9-AAAF-8D961516DCDE,False
19884,3241186,YuGiOh,Structure Deck: Seto Kaiba,Heavy Mech Support Armor,,SDKS-EN004,Common,Near Mint 1st Edition,0.5,,1.24,0.25,7,0,0.49,,False
19885,3241206,YuGiOh,Structure Deck: Seto Kaiba,Heavy Mech Support Platform,,SDKS-EN008,Common,Near Mint 1st Edition,0.08,,1.07,0.08,1,0,0.49,,False
19886,3743087,YuGiOh,Structure Deck: Seto Kaiba,Limiter Removal,,SDKS-EN028,Common,Near Mint Unlimited,0.28,,1.24,0.25,1,0,0.74,,True
19887,3241306,YuGiOh,Structure Deck: Seto Kaiba,Limiter Removal,,SDKS-EN028,Common,Near Mint 1st Edition,0.36,,1.09,0.1,21,0,0.74,,False
19888,3241271,YuGiOh,Structure Deck: Seto Kaiba,Majesty with Eyes of Blue,,SDKS-EN021,Common,Near Mint 1st Edition,0.4,,1.19,0.2,5,0,0.49,,False
19889,3241301,YuGiOh,Structure Deck: Seto Kaiba,Megamorph,,SDKS-EN027,Common,Near Mint 1st Edition,0.24,,1.16,0.17,45,0,0.49,,False
19892,3241241,YuGiOh,Structure Deck: Seto Kaiba,Peten the Dark Clown,,SDKS-EN015,Common,Near Mint 1st Edition,0.39,,1.09,0.1,38,0,0.49,,False
19896,3241286,YuGiOh,Structure Deck: Seto Kaiba,Silent Doom,,SDKS-EN024,Common,Near Mint 1st Edition,0.21,,1.09,0.1,5,0,0.49,,False
19897,3743027,YuGiOh,Structure Deck: Seto Kaiba,Union Hangar,,SDKS-EN020,Common,Near Mint Unlimited,0.42,,1.2,0.21,5,0,0.74,,True
19898,3241266,YuGiOh,Structure Deck: Seto Kaiba,Union Hangar,,SDKS-EN020,Common,Near Mint 1st Edition,0.34,,1.17,0.18,27,0,0.74,,False
19899,3743097,YuGiOh,Structure Deck: Seto Kaiba,Union Scramble,,SDKS-EN030,Common,Near Mint Unlimited,0.49,,1.24,0.25,2,0,0.49,,True
19900,3241316,YuGiOh,Structure Deck: Seto Kaiba,Union Scramble,,SDKS-EN030,Common,Near Mint 1st Edition,0.4,,1.19,0.2,47,0,0.49,,False
19901,C-382931,YuGiOh,Structure Deck: Seto Kaiba,Union Scramble,FRENCH Union Scramble,SDKS-EN030,Common,Near Mint 1st Edition,,,,,1,0,0.99,https://static.tcgplayer.com/BE3452B2-9CAA-431B-86FE-8F7853AA5EC1,False
19902,3742977,YuGiOh,Structure Deck: Seto Kaiba,Vampire Lord,,SDKS-EN012,Common,Near Mint Unlimited,0.22,,1.34,0.35,1,0,0.49,,True
19903,3241226,YuGiOh,Structure Deck: Seto Kaiba,Vampire Lord,,SDKS-EN012,Common,Near Mint 1st Edition,0.23,,1.18,0.19,22,0,0.49,,False
19905,4601623,YuGiOh,Structure Deck: Shaddoll Showdown,Armageddon Knight,,SDSH-EN017,Common,Near Mint Unlimited,0.2,,1.19,0.2,2,0,0.49,,True
19906,4340164,YuGiOh,Structure Deck: Shaddoll Showdown,Armageddon Knight,,SDSH-EN017,Common,Near Mint 1st Edition,0.24,0.21,1.13,0.14,99,0,0.49,,False
19907,4340059,YuGiOh,Structure Deck: Shaddoll Showdown,Black Luster Soldier - Envoy of the Beginning,,SDSH-EN012,Common,Near Mint 1st Edition,0.49,0.42,1.24,0.25,46,0,0.74,,False
19909,4340069,YuGiOh,Structure Deck: Shaddoll Showdown,Dark Armed Dragon,,SDSH-EN014,Common,Near Mint 1st Edition,0.49,0.44,1.34,0.35,22,0,0.49,,False
19911,4340349,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Anoyatyllis,,SDSH-EN043,Common,Near Mint 1st Edition,0.31,0.25,1.18,0.19,63,0,0.49,,False
19912,4601763,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Apkallone,,SDSH-EN045,Ultra Rare,Near Mint Unlimited,0.5,0.97,1.47,0.48,1,0,0.74,,True
19913,4340359,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Apkallone,,SDSH-EN045,Ultra Rare,Near Mint 1st Edition,0.4,0.45,1.24,0.25,2,0,0.74,,False
19914,4601768,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Construct,,SDSH-EN046,Ultra Rare,Near Mint Unlimited,0.63,,1.34,0.35,1,0,0.74,,True
19915,4340364,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Construct,,SDSH-EN046,Ultra Rare,Near Mint 1st Edition,0.41,0.57,1.24,0.25,2,0,0.74,,False
19917,4340254,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Fusion,,SDSH-EN024,Common,Near Mint 1st Edition,0.57,0.72,1.24,0.25,27,0,1.49,,False
19919,4340339,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Grysta,,SDSH-EN041,Ultra Rare,Near Mint 1st Edition,0.22,,1.09,0.1,53,0,0.49,,False
19921,4340374,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Shekhinaga,,SDSH-EN048,Super Rare,Near Mint 1st Edition,0.25,,1.14,0.15,39,0,0.49,,False
19923,4340344,YuGiOh,Structure Deck: Shaddoll Showdown,El Shaddoll Wendigo,,SDSH-EN042,Common,Near Mint 1st Edition,0.21,0.19,1.11,0.12,45,0,0.49,,False
19926,4601633,YuGiOh,Structure Deck: Shaddoll Showdown,Electromagnetic Turtle,,SDSH-EN019,Common,Near Mint Unlimited,0.25,,1.24,0.25,1,0,0.49,,True
19927,4340179,YuGiOh,Structure Deck: Shaddoll Showdown,Electromagnetic Turtle,,SDSH-EN019,Common,Near Mint 1st Edition,0.18,,1.09,0.1,40,0,0.49,,False
19929,4340174,YuGiOh,Structure Deck: Shaddoll Showdown,"Felis, Lightsworn Archer",,SDSH-EN018,Common,Near Mint 1st Edition,0.38,0.36,1.23,0.24,103,0,0.49,,False
19934,4340219,YuGiOh,Structure Deck: Shaddoll Showdown,Kuribandit,,SDSH-EN021,Common,Near Mint 1st Edition,0.14,0.13,1.1,0.1,22,0,0.49,,False
19938,4340284,YuGiOh,Structure Deck: Shaddoll Showdown,Living Fossil,,SDSH-EN030,Common,Near Mint 1st Edition,0.51,0.47,1.23,0.24,40,0,1.24,,False
19940,4340319,YuGiOh,Structure Deck: Shaddoll Showdown,Lost Wind,,SDSH-EN037,Common,Near Mint 1st Edition,0.62,0.68,1.19,0.2,45,0,0.74,,False
19942,4340184,YuGiOh,Structure Deck: Shaddoll Showdown,Mathematician,,SDSH-EN020,Common,Near Mint 1st Edition,0.27,0.24,1.19,0.2,72,0,0.49,,False
19944,4340014,YuGiOh,Structure Deck: Shaddoll Showdown,Naelshaddoll Ariel,,SDSH-EN003,Super Rare,Near Mint 1st Edition,0.25,0.22,1.04,0.05,27,0,0.49,,False
19946,4340259,YuGiOh,Structure Deck: Shaddoll Showdown,Nephe Shaddoll Fusion,,SDSH-EN025,Common,Near Mint 1st Edition,0.2,0.2,1.08,0.09,76,0,0.49,,False
19947,4601618,YuGiOh,Structure Deck: Shaddoll Showdown,Performage Trick Clown,,SDSH-EN016,Common,Near Mint Unlimited,0.25,,1.09,0.1,2,0,0.49,,True
19948,4340079,YuGiOh,Structure Deck: Shaddoll Showdown,Performage Trick Clown,,SDSH-EN016,Common,Near Mint 1st Edition,0.29,0.26,1.09,0.1,87,0,0.49,,False
19949,4340224,YuGiOh,Structure Deck: Shaddoll Showdown,Peropero Cerperus,,SDSH-EN022,Common,Near Mint 1st Edition,0.2,0.13,1.09,0.1,3,0,0.49,,False
19951,4601543,YuGiOh,Structure Deck: Shaddoll Showdown,Qadshaddoll Keios,,SDSH-EN001,Super Rare,Near Mint Unlimited,0.15,,1.07,0.08,2,0,0.49,,True
19952,4340004,YuGiOh,Structure Deck: Shaddoll Showdown,Qadshaddoll Keios,,SDSH-EN001,Super Rare,Near Mint 1st Edition,0.18,,1.09,0.1,89,0,0.49,,False
19958,4340354,YuGiOh,Structure Deck: Shaddoll Showdown,Shaddoll Construct,,SDSH-EN044,Common,Near Mint 1st Edition,0.14,,1.04,0.05,1,0,0.49,,False
19960,4340304,YuGiOh,Structure Deck: Shaddoll Showdown,Shaddoll Core,,SDSH-EN034,Common,Near Mint 1st Edition,0.31,0.24,1.19,0.2,45,0,0.49,,False
19964,4340019,YuGiOh,Structure Deck: Shaddoll Showdown,Shaddoll Falco,,SDSH-EN004,Common,Near Mint 1st Edition,0.22,0.22,1.14,0.15,89,0,0.49,,False
19968,4340024,YuGiOh,Structure Deck: Shaddoll Showdown,Shaddoll Hedgehog,,SDSH-EN005,Common,Near Mint 1st Edition,0.24,0.25,1.14,0.15,68,0,0.49,,False
19972,4340309,YuGiOh,Structure Deck: Shaddoll Showdown,Sinister Shadow Games,,SDSH-EN035,Common,Near Mint 1st Edition,0.44,0.47,1.24,0.25,54,0,0.74,,False
19974,4340264,YuGiOh,Structure Deck: Shaddoll Showdown,Super Polymerization,,SDSH-EN026,Common,Near Mint 1st Edition,5.2,7.95,4.24,3.25,1,0,5.0,,False
19976,4340324,YuGiOh,Structure Deck: Shaddoll Showdown,Unending Nightmare,,SDSH-EN038,Common,Near Mint 1st Edition,0.4,0.26,1.24,0.25,15,0,0.49,,False
19978,3971076,YuGiOh,Structure Deck: Soulburner,Circle of the Fire Kings,,SDSB-EN028,Common,Near Mint 1st Edition,0.12,0.1,1.07,0.08,28,0,0.49,,False
19980,3971161,YuGiOh,Structure Deck: Soulburner,Duelittle Chimera,,SDSB-EN045,Common,Near Mint 1st Edition,0.16,0.1,1.08,0.09,1,0,0.49,,False
19981,3971156,YuGiOh,Structure Deck: Soulburner,Flame Administrator,,SDSB-EN044,Common,Near Mint 1st Edition,0.15,0.15,1.03,0.04,1,0,0.49,,False
19982,3971016,YuGiOh,Structure Deck: Soulburner,Flamvell Firedog,,SDSB-EN016,Common,Near Mint 1st Edition,0.2,0.15,1.14,0.15,5,0,0.49,,False
19983,3971046,YuGiOh,Structure Deck: Soulburner,Formud Skipper,,SDSB-EN022,Common,Near Mint 1st Edition,0.74,0.7,1.27,0.28,32,0,0.99,,False
19984,3971131,YuGiOh,Structure Deck: Soulburner,Gozen Match,,SDSB-EN039,Common,Near Mint 1st Edition,2.27,3.45,2.54,1.55,5,0,3.49,,False
19986,3971091,YuGiOh,Structure Deck: Soulburner,Magic Planter,,SDSB-EN031,Common,Near Mint 1st Edition,0.22,0.23,1.15,0.16,5,0,0.49,,False
19987,3971071,YuGiOh,Structure Deck: Soulburner,Monster Reincarnation,,SDSB-EN027,Common,Near Mint 1st Edition,0.26,,1.14,0.15,6,0,0.49,,False
19988,3971036,YuGiOh,Structure Deck: Soulburner,Red Resonator,,SDSB-EN020,Common,Near Mint 1st Edition,1.91,4.68,1.64,0.65,1,0,1.99,,False
19990,3971051,YuGiOh,Structure Deck: Soulburner,Salamangreat Circle,,SDSB-EN023,Super Rare,Near Mint 1st Edition,0.43,0.21,1.14,0.15,5,0,0.99,,False
19991,3970981,YuGiOh,Structure Deck: Soulburner,Salamangreat Falco,,SDSB-EN009,Common,Near Mint 1st Edition,0.15,0.14,1.09,0.1,20,0,0.49,,False
19993,3970976,YuGiOh,Structure Deck: Soulburner,Salamangreat Foxy,,SDSB-EN008,Common,Near Mint 1st Edition,0.28,0.23,1.12,0.13,48,0,0.49,,False
19994,3970951,YuGiOh,Structure Deck: Soulburner,Salamangreat Gazelle,,SDSB-EN003,Super Rare,Near Mint 1st Edition,0.25,0.25,1.04,0.05,122,0,0.49,,False
19998,3971136,YuGiOh,Structure Deck: Soulburner,Salamangreat Heatleo (UR),,SDSB-EN040,Ultra Rare,Near Mint 1st Edition,0.23,0.23,1.02,0.03,21,0,0.49,,False
20000,3970986,YuGiOh,Structure Deck: Soulburner,Salamangreat Jack Jaguar,,SDSB-EN010,Common,Near Mint 1st Edition,0.21,0.21,1.09,0.1,41,0,0.49,,False
20004,3971096,YuGiOh,Structure Deck: Soulburner,Salamangreat Rage,,SDSB-EN032,Common,Near Mint 1st Edition,0.77,0.97,1.24,0.25,14,0,1.49,,False
20007,3971061,YuGiOh,Structure Deck: Soulburner,Salamangreat Sanctuary,,SDSB-EN025,Common,Near Mint 1st Edition,0.18,0.15,1.11,0.12,6,0,0.49,,False
20009,3971111,YuGiOh,Structure Deck: Soulburner,The Transmigration Prophecy,,SDSB-EN035,Common,Near Mint 1st Edition,0.3,0.22,1.21,0.22,67,0,0.49,,False
20010,3971116,YuGiOh,Structure Deck: Soulburner,Threatening Roar,,SDSB-EN036,Common,Near Mint 1st Edition,0.47,,1.34,0.35,97,0,0.74,,False
20011,3971081,YuGiOh,Structure Deck: Soulburner,Transmodify,,SDSB-EN029,Common,Near Mint 1st Edition,0.45,0.43,1.23,0.24,50,0,0.49,,False
20012,3971006,YuGiOh,Structure Deck: Soulburner,"True King Agnimazud, the Vanisher",,SDSB-EN014,Common,Near Mint 1st Edition,0.48,0.47,1.24,0.25,109,0,0.74,,False
20013,3971041,YuGiOh,Structure Deck: Soulburner,Volcanic Shell,,SDSB-EN021,Common,Near Mint 1st Edition,0.27,,1.18,0.19,98,0,0.49,,False
20014,3971066,YuGiOh,Structure Deck: Soulburner,Will of the Salamangreat,,SDSB-EN026,Common,Near Mint 1st Edition,0.18,0.14,1.08,0.09,24,0,0.49,,False
20015,311815,YuGiOh,Structure Deck: Spellcaster's Command,Apprentice Magician,,SDSC-EN008,Common,Near Mint Unlimited,0.4,,1.13,0.14,26,0,0.49,,True
20016,312685,YuGiOh,Structure Deck: Spellcaster's Command,Apprentice Magician,,SDSC-EN008,Common,Near Mint 1st Edition,0.46,,1.18,0.19,31,0,0.49,,False
20024,312563,YuGiOh,Structure Deck: Spellcaster's Command,Dark Red Enchanter,,SDSC-EN006,Common,Near Mint 1st Edition,0.76,,1.46,0.47,1,0,1.49,,False
20025,311787,YuGiOh,Structure Deck: Spellcaster's Command,"Defender, The Magical Knight",,SDSC-EN003,Common,Near Mint Unlimited,0.57,,1.23,0.24,13,0,0.49,,True
20026,312657,YuGiOh,Structure Deck: Spellcaster's Command,"Defender, The Magical Knight",,SDSC-EN003,Common,Near Mint 1st Edition,0.45,,1.24,0.25,15,0,0.49,,False
20030,312708,YuGiOh,Structure Deck: Spellcaster's Command,Enemy Controller,,SDSC-EN029,Common,Near Mint 1st Edition,0.64,,1.39,0.4,2,0,0.74,,False
20032,312858,YuGiOh,Structure Deck: Spellcaster's Command,Field Barrier,,SDSC-EN034,Common,Near Mint 1st Edition,0.66,,1.24,0.25,3,0,1.24,,False
20035,311709,YuGiOh,Structure Deck: Spellcaster's Command,Mage Power,,SDSC-EN027,Common,Near Mint Unlimited,0.64,,1.29,0.3,5,0,0.74,,False
20039,312009,YuGiOh,Structure Deck: Spellcaster's Command,Magical Blast,,SDSC-EN031,Common,Near Mint Unlimited,0.28,,1.14,0.15,1,0,0.49,,True
20040,312879,YuGiOh,Structure Deck: Spellcaster's Command,Magical Blast,,SDSC-EN031,Common,Near Mint 1st Edition,0.26,,1.14,0.15,5,0,0.49,,False
20041,311725,YuGiOh,Structure Deck: Spellcaster's Command,Magical Citadel of Endymion,,SDSC-EN019,Common,Near Mint Unlimited,,,1.24,0.25,6,0,0.49,,True
20042,312595,YuGiOh,Structure Deck: Spellcaster's Command,Magical Citadel of Endymion,,SDSC-EN019,Common,Near Mint 1st Edition,0.37,,1.27,0.28,7,0,0.49,,False
20043,311872,YuGiOh,Structure Deck: Spellcaster's Command,Magical Dimension,,SDSC-EN032,Common,Near Mint Unlimited,0.23,,1.14,0.15,5,0,0.49,,True
20044,312742,YuGiOh,Structure Deck: Spellcaster's Command,Magical Dimension,,SDSC-EN032,Common,Near Mint 1st Edition,0.33,,1.22,0.23,7,0,0.49,,False
20045,312079,YuGiOh,Structure Deck: Spellcaster's Command,Magical Exemplar,,SDSC-EN018,Common,Near Mint Unlimited,0.23,,1.19,0.2,6,0,0.49,,True
20046,312949,YuGiOh,Structure Deck: Spellcaster's Command,Magical Exemplar,,SDSC-EN018,Common,Near Mint 1st Edition,0.22,,1.11,0.12,2,0,0.49,,False
20047,311889,YuGiOh,Structure Deck: Spellcaster's Command,Magical Plant Mandragola,,SDSC-EN012,Common,Near Mint Unlimited,0.2,,1.09,0.1,1,0,0.49,,False
20048,312038,YuGiOh,Structure Deck: Spellcaster's Command,Magician's Circle,,SDSC-EN035,Common,Near Mint Unlimited,0.28,,1.18,0.19,3,0,0.49,,True
20049,312908,YuGiOh,Structure Deck: Spellcaster's Command,Magician's Circle,,SDSC-EN035,Common,Near Mint 1st Edition,0.26,,1.23,0.24,6,0,0.49,,False
20050,311807,YuGiOh,Structure Deck: Spellcaster's Command,Magicians Unite,,SDSC-EN021,Common,Near Mint Unlimited,0.25,,1.09,0.1,3,0,0.49,,True
20051,312677,YuGiOh,Structure Deck: Spellcaster's Command,Magicians Unite,,SDSC-EN021,Common,Near Mint 1st Edition,0.14,,1.09,0.1,4,0,0.49,,False
20055,311821,YuGiOh,Structure Deck: Spellcaster's Command,Pitch-Black Power Stone,,SDSC-EN036,Common,Near Mint Unlimited,0.61,,1.09,0.1,2,0,0.49,,True
20056,312691,YuGiOh,Structure Deck: Spellcaster's Command,Pitch-Black Power Stone,,SDSC-EN036,Common,Near Mint 1st Edition,0.18,,1.04,0.05,15,0,0.49,,False
20057,312001,YuGiOh,Structure Deck: Spellcaster's Command,Royal Magical Library,,SDSC-EN013,Common,Near Mint Unlimited,0.48,,1.38,0.39,3,0,0.74,,True
20058,312871,YuGiOh,Structure Deck: Spellcaster's Command,Royal Magical Library,,SDSC-EN013,Common,Near Mint 1st Edition,0.48,,1.37,0.38,9,0,0.74,,False
20059,311689,YuGiOh,Structure Deck: Spellcaster's Command,Skilled Dark Magician,,SDSC-EN007,Common,Near Mint Unlimited,0.44,,1.42,0.43,1,0,0.99,,False
20061,311866,YuGiOh,Structure Deck: Spellcaster's Command,Spell Power Grasp,,SDSC-EN020,Common,Near Mint Unlimited,0.23,,1.13,0.14,1,0,0.49,,True
20062,312736,YuGiOh,Structure Deck: Spellcaster's Command,Spell Power Grasp,,SDSC-EN020,Common,Near Mint 1st Edition,0.17,,1.02,0.03,1,0,0.49,,False
20063,311987,YuGiOh,Structure Deck: Spellcaster's Command,Summoner Monk,,SDSC-EN005,Common,Near Mint Unlimited,0.65,,1.23,0.24,1,0,0.49,,True
20064,312857,YuGiOh,Structure Deck: Spellcaster's Command,Summoner Monk,,SDSC-EN005,Common,Near Mint 1st Edition,0.6,,1.34,0.3,1,0,0.49,,False
20065,311720,YuGiOh,Structure Deck: Spellcaster's Command,Swords of Revealing Light,,SDSC-EN026,Common,Near Mint Unlimited,0.34,,1.24,0.25,1,0,0.49,,False
20067,311855,YuGiOh,Structure Deck: Spellcaster's Command,Terraforming,,SDSC-EN028,Common,Near Mint Unlimited,0.37,,1.34,0.35,18,0,0.49,,True
20068,312725,YuGiOh,Structure Deck: Spellcaster's Command,Terraforming,,SDSC-EN028,Common,Near Mint 1st Edition,0.5,,1.28,0.29,18,0,0.49,,False
20069,312895,YuGiOh,Structure Deck: Spellcaster's Command,Tower of Babel,,SDSC-EN037,Common,Near Mint 1st Edition,0.15,,1.09,0.1,1,0,0.49,,False
20070,311708,YuGiOh,Structure Deck: Spellcaster's Command,Twister,,SDSC-EN033,Common,Near Mint Unlimited,0.21,,1.14,0.15,7,0,0.49,,True
20071,312578,YuGiOh,Structure Deck: Spellcaster's Command,Twister,,SDSC-EN033,Common,Near Mint 1st Edition,0.18,,1.09,0.1,18,0,0.49,,False
20072,266560,YuGiOh,Structure Deck: Spellcaster's Judgment,Apprentice Magician,,SD6-EN007,Common,Near Mint Unlimited,0.12,,1.18,0.19,1,0,0.49,,True
20073,277440,YuGiOh,Structure Deck: Spellcaster's Judgment,Apprentice Magician,,SD6-EN007,Common,Near Mint 1st Edition,0.28,,1.11,0.12,11,0,0.49,,False
20076,266583,YuGiOh,Structure Deck: Spellcaster's Judgment,Call Of The Haunted,,SD6-EN032,Common,Near Mint Unlimited,0.37,,1.34,0.35,3,0,0.74,,True
20077,277463,YuGiOh,Structure Deck: Spellcaster's Judgment,Call Of The Haunted,,SD6-EN032,Common,Near Mint 1st Edition,0.36,,1.18,0.19,8,0,0.74,,False
20087,266577,YuGiOh,Structure Deck: Spellcaster's Judgment,Diffusion Wave-Motion,,SD6-EN024,Common,Near Mint Unlimited,0.23,,1.19,0.2,1,0,0.49,,False
20099,277450,YuGiOh,Structure Deck: Spellcaster's Judgment,Magical Blast,,SD6-EN017,Common,Near Mint 1st Edition,0.29,,1.21,0.22,4,0,0.49,,False
20100,266489,YuGiOh,Structure Deck: Spellcaster's Judgment,Magical Dimension,,SD6-EN029,Common,Near Mint Unlimited,0.14,,1.09,0.1,3,0,0.49,,True
20101,277369,YuGiOh,Structure Deck: Spellcaster's Judgment,Magical Dimension,,SD6-EN029,Common,Near Mint 1st Edition,0.32,,1.19,0.2,4,0,0.49,,False
20105,266571,YuGiOh,Structure Deck: Spellcaster's Judgment,Mystical Space Typhoon,,SD6-EN018,Common,Near Mint Unlimited,,,1.49,0.5,1,0,0.74,,True
20106,277451,YuGiOh,Structure Deck: Spellcaster's Judgment,Mystical Space Typhoon,,SD6-EN018,Common,Near Mint 1st Edition,0.49,,1.39,0.4,3,0,0.74,,False
20110,266573,YuGiOh,Structure Deck: Spellcaster's Judgment,Premature Burial,,SD6-EN020,Common,Near Mint Unlimited,0.58,,1.37,0.38,1,0,0.74,,True
20111,277453,YuGiOh,Structure Deck: Spellcaster's Judgment,Premature Burial,,SD6-EN020,Common,Near Mint 1st Edition,0.29,,1.39,0.4,9,0,0.74,,False
20115,277443,YuGiOh,Structure Deck: Spellcaster's Judgment,Royal Magical Library,,SD6-EN010,Common,Near Mint 1st Edition,0.45,,1.39,0.4,1,0,0.74,,False
20119,266584,YuGiOh,Structure Deck: Spellcaster's Judgment,Spell Shield Type-8,,SD6-EN033,Common,Near Mint Unlimited,,,1.44,0.45,1,0,0.49,,True
